Date,Snow Water Equivalent (in) Start of Day Values,Change In Snow Water Equivalent (in),Snow Depth (in) Start of Day Values,Change In Snow Depth (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2021-11-12,4.1,0.4,22,1,23.4,26.6,18
2021-11-13,4.2,0.1,21,-1,28.8,34.2,25
2021-11-14,4.2,0,20,-1,32,37.2,25.9
2021-11-15,4.3,0.1,19,-1,35.6,43.9,30.9
2021-11-16,4.3,0,19,0,32.4,38.3,25.3
2021-11-17,4.3,0,19,0,17.6,25.5,9.9
2021-11-18,4.3,0,20,1,24.3,36.1,9.5
2021-11-19,4.3,0,19,-1,27.1,34.2,23.7
2021-11-20,4.3,0,18,-1,22.3,29.5,14.7
2021-11-21,4.3,0,21,3,17.4,26.2,6.6
2021-11-22,4.4,0.1,20,-1,27.9,39.4,19.4
2021-11-23,4.4,0,19,-1,29.1,37,21.2
2021-11-24,4.4,0,19,0,13.1,23.4,5.2
2021-11-25,4.4,0,21,2,14.7,23.9,1
2021-11-26,4.4,0,20,-1,26.6,36.3,19.8
2021-11-27,4.5,0.1,20,0,25.3,32.9,18.7
2021-11-28,4.5,0,20,0,28.8,35.8,22.6
2021-11-29,4.5,0,19,-1,31.5,40.5,25.5
2021-11-30,4.5,0,19,0,28.2,36.3,18.3
2021-12-01,4.5,0,19,0,30.4,39.4,26.4
2021-12-02,4.5,0,19,0,32.5,46.8,26.4
2021-12-03,4.5,0,19,0,29.5,39.6,24.3
2021-12-04,4.5,0,19,0,29.5,38.8,23.5
2021-12-05,4.5,0,19,0,25.7,32.2,17.8
2021-12-06,4.5,0,19,0,19.9,27.5,15.6
2021-12-07,4.5,0,19,0,18.7,23,14.9
2021-12-08,4.5,0,20,1,21.7,28.2,13.1
2021-12-09,4.7,0.2,21,1,21.4,25.2,18.7
2021-12-10,4.8,0.1,22,1,3.6,21.9,-5.3
2021-12-11,4.8,0,24,2,10,21.9,-5.6
2021-12-12,4.9,0.1,23,-1,27.7,32.7,19.6
2021-12-13,4.9,0,22,-1,29.7,34.5,27
2021-12-14,4.9,0,22,0,31.3,37.9,25.5
2021-12-15,4.9,0,21,-1,13.3,28.2,5
2021-12-16,5,0.1,25,4,12.9,21.9,3.7
2021-12-17,5.1,0.1,24,-1,5.7,11.1,-1.8
2021-12-18,5.1,0,25,1,6.8,16,-5.3
2021-12-19,5.1,0,24,-1,19.2,28,9.5
2021-12-20,5.2,0.1,24,0,21.9,29.5,15.4
2021-12-21,5.2,0,24,0,21.2,28.2,14.2
2021-12-22,5.2,0,23,-1,24.6,32.4,16.3
2021-12-23,5.2,0,23,0,25.9,28.4,24.1
2021-12-24,5.7,0.5,28,5,20.8,26.2,16.3
2021-12-25,6.6,0.9,36,8,15.4,20.5,12.9
2021-12-26,6.6,0,36,0,13.1,17.8,7.7
2021-12-27,6.8,0.2,37,1,10,16.7,6.3
2021-12-28,7,0.2,37,0,7.5,12.4,5
2021-12-29,7.1,0.1,36,-1,8.1,13.8,5.9
2021-12-30,7.3,0.2,36,0,10.8,13.8,6.8
2021-12-31,7.4,0.1,37,1,11.3,18.3,2.3
2022-01-01,8,0.6,42,5,-3.3,4.5,-12.5
2022-01-02,7.8,-0.2,41,-1,7,18,-7.2
2022-01-03,8,0.2,40,-1,18.9,27.3,7.9
2022-01-04,8.1,0.1,38,-2,14.2,21,10.2
2022-01-05,8.1,0,38,0,15.1,17.1,10.8
2022-01-06,9.1,1,51,13,21.2,24.1,16.2
2022-01-07,9.7,0.6,51,0,22.3,27.5,17.2
2022-01-08,9.7,0,48,-3,13.8,23,2.5
2022-01-09,9.7,0,48,0,8.2,17.2,-1.7
2022-01-10,9.7,0,46,-2,17.4,31.8,9.1
2022-01-11,9.8,0.1,45,-1,19.4,30,13.5
2022-01-12,9.8,0,44,-1,21.4,26.8,16.3
2022-01-13,9.8,0,43,-1,27.5,39.4,17.4
2022-01-14,9.9,0.1,42,-1,15.1,28.4,5.2
2022-01-15,9.9,0,45,3,16.7,25.7,2.3
2022-01-16,10.1,0.2,43,-2,21.2,27.9,16.2
2022-01-17,10,-0.1,43,0,21.7,33.3,14.4
2022-01-18,10,0,42,-1,18.9,26.4,12.9
2022-01-19,10,0,42,0,13.1,22.6,6.6
2022-01-20,10,0,42,0,10.9,18.9,1
2022-01-21,10,0,41,-1,14,20.7,1.2
2022-01-22,10.1,0.1,43,2,12,23.2,0.7
2022-01-23,10.1,0,42,-1,18,27.7,10.2
2022-01-24,10.2,0.1,42,0,13.5,23.7,5
2022-01-25,10.2,0,42,0,5.5,12.6,-4.5
2022-01-26,10.2,0,43,1,7.5,16.9,-0.9
2022-01-27,10.3,0.1,43,0,4.6,9.1,-4.4
2022-01-28,10.2,-0.1,43,0,11.1,20.7,0.3
2022-01-29,10.3,0.1,43,0,20.5,30.7,12.9
2022-01-30,10.4,0.1,42,-1,20.3,34,14.2
2022-01-31,10.4,0,42,0,21.2,30.9,12.9
2022-02-01,10.4,0,42,0,10.2,17.6,-0.6
2022-02-02,10.5,0.1,45,3,-5.8,4.5,-16.2
2022-02-03,10.6,0.1,46,1,-7.2,7,-17.3
2022-02-04,10.6,0,45,-1,8.2,20.7,-6.9
2022-02-05,10.8,0.2,45,0,13.6,21.2,8.2
2022-02-06,10.9,0.1,45,0,5.5,13.1,-1.7
2022-02-07,10.8,-0.1,46,1,14.7,26.8,2.1
2022-02-08,11,0.2,45,-1,17.2,24.3,9.3
2022-02-09,11,0,45,0,17.8,25.2,14.9
2022-02-10,11,0,45,0,19.4,29.3,13.6
2022-02-11,11.1,0.1,46,1,15.1,23.9,-0.8
2022-02-12,11.3,0.2,49,3,8.4,18,-1.8
2022-02-13,11.3,0,48,-1,17.2,28.2,10.4
2022-02-14,11.4,0.1,47,-1,21,34,9.7
2022-02-15,11.4,0,46,-1,25.2,36,18.3
2022-02-16,11.4,0,46,0,13.6,23.4,-1.1
2022-02-17,11.4,0,48,2,4.6,12.2,-5.4
2022-02-18,11.5,0.1,47,-1,11.1,19.9,5.4
2022-02-19,11.5,0,47,0,19,30.4,7
2022-02-20,11.6,0.1,47,0,21.7,33.1,10
2022-02-21,11.7,0.1,46,-1,19.8,27.9,12
2022-02-22,11.6,-0.1,47,1,6.1,13.1,-2.2
2022-02-23,11.7,0.1,48,1,11.5,21.6,0.3
2022-02-24,12.2,0.5,53,5,2.7,9,-3.5
2022-02-25,12.1,-0.1,52,-1,0.9,10.9,-4.5
2022-02-26,12.2,0.1,52,0,2.7,14.7,-10.3
2022-02-27,12.2,0,51,-1,19.9,37,4.6
2022-02-28,12.3,0.1,50,-1,22.1,36.3,11.1
2022-03-01,12.3,0,50,0,26.4,42.3,16.2
2022-03-02,12.3,0,49,-1,29.3,45,20.3
2022-03-03,12.3,0,49,0,32.7,49.8,23
2022-03-04,12.4,0.1,48,-1,27,34.2,15.6
2022-03-05,12.4,0,49,1,16.7,25.2,9.3
2022-03-06,12.4,0,50,1,8.6,14.5,-0.8
2022-03-07,12.6,0.2,53,3,4.1,17.4,-5.4
2022-03-08,12.6,0,52,-1,1.8,15.3,-9.8
2022-03-09,12.7,0.1,52,0,8.1,20.1,1.4
2022-03-10,13.1,0.4,55,3,-1.1,11.3,-13
2022-03-11,13,-0.1,55,0,0.7,10.2,-11.2
2022-03-12,13.2,0.2,54,-1,18,31.6,8.6
2022-03-13,13.3,0.1,53,-1,21.6,36.9,10.9
2022-03-14,13.3,0,55,2,16,29.1,9.5
2022-03-15,13.4,0.1,55,0,27.5,40.6,12.4
2022-03-16,13.5,0.1,54,-1,24.1,35.2,16
2022-03-17,13.7,0.2,56,2,13.6,23.4,5.2
2022-03-18,13.7,0,57,1,13.8,25.7,4.1
2022-03-19,13.7,0,56,-1,23.5,37.8,9.9
2022-03-20,13.9,0.2,55,-1,27.3,37.9,19.6
2022-03-21,13.9,0,53,-2,18,26.6,7.3
2022-03-22,13.8,-0.1,54,1,9.1,16,2.5
2022-03-23,14,0.2,58,4,15.6,25.2,5.7
2022-03-24,14.2,0.2,56,-2,26.8,37.8,19.2
2022-03-25,14.2,0,55,-1,30.6,41.2,19.9
2022-03-26,14.2,0,54,-1,37.2,49.6,30.4
2022-03-27,14.2,0,53,-1,39.2,51.3,29.7
2022-03-28,14.2,0,52,-1,37.9,50.4,27
2022-03-29,14.3,0.1,52,0,25,31.8,17.6
2022-03-30,14.6,0.3,59,7,14.9,20.5,10.6
2022-03-31,14.9,0.3,62,3,23.2,37.2,10.2
2022-04-01,15.1,0.2,59,-3,21.9,32.5,16
2022-04-02,15.1,0,59,0,30.6,43.9,19
2022-04-03,15.2,0.1,57,-2,24.8,35.6,17.4
2022-04-04,15.3,0.1,57,0,27,39.4,11.8
2022-04-05,15.4,0.1,57,0,19.9,30.4,3.2
2022-04-06,15.4,0,59,2,8.4,18,0.9
2022-04-07,15.4,0,59,0,16.5,28,5.2
2022-04-08,15.5,0.1,58,-1,29.1,42.3,15.3
2022-04-09,15.6,0.1,56,-2,34.7,47.3,24.8
2022-04-10,15.8,0.2,57,1,18,25,11.7
2022-04-11,15.8,0,58,1,25,35.8,14.5
2022-04-12,16,0.2,59,1,14.5,27.1,2.3
2022-04-13,16,0,60,1,3.9,9.5,-0.2
2022-04-14,16.2,0.2,62,2,15.3,27.5,2.7
2022-04-15,16.4,0.2,61,-1,25.2,36,18.9
2022-04-16,16.5,0.1,61,0,31.5,47.3,21.4
2022-04-17,16.6,0.1,61,0,25.9,32.7,21.7
2022-04-18,16.9,0.3,64,3,35.6,50.4,21
2022-04-19,17,0.1,59,-5,39.2,52.5,27.1
2022-04-20,17,0,58,-1,33.3,45,25.5
2022-04-21,17.1,0.1,57,-1,41,55.6,25.3
2022-04-22,17,-0.1,55,-2,36,53.8,18
2022-04-23,17,0,55,0,20.1,28.8,16.3
2022-04-24,17.4,0.4,55,0,19.4,32.9,14.2
2022-04-25,18,0.6,63,8,21.6,35.1,12.9
2022-04-26,18.2,0.2,61,-2,33.8,49.6,18.3
2022-04-27,18.1,-0.1,58,-3,35.2,49.8,27.1
2022-04-28,18.1,0,56,-2,36.7,53.1,26.2
2022-04-29,18.1,0,55,-1,23.9,32.5,16.5
2022-04-30,18.1,0,56,1,28,45.3,13.1
2022-05-01,18.1,0,55,-1,32.5,48.6,24.4
2022-05-02,18,-0.1,55,0,29.7,41,24.8
2022-05-03,18.2,0.2,55,0,36,49.1,23.4
2022-05-04,18.2,0,54,-1,25.3,32.9,20.7
2022-05-05,18.5,0.3,56,2,31.5,45,22.1
2022-05-06,18.8,0.3,55,-1,42.6,55,32.2
2022-05-07,18.4,-0.4,53,-2,43.7,55.9,33.4
2022-05-08,17.6,-0.8,50,-3,41.2,50.4,32.5
2022-05-09,17.2,-0.4,48,-2,38.7,48.4,29.7
2022-05-10,16.2,-1,45,-3,44.1,56.5,32.7
2022-05-11,15.3,-0.9,43,-2,46,56.7,30.9
2022-05-12,14.2,-1.1,39,-4,34.7,42.3,25.2
2022-05-13,13.3,-0.9,37,-2,33.4,46,23.2
2022-05-14,12.5,-0.8,34,-3,41.4,53.2,30.4
2022-05-15,11.7,-0.8,32,-2,42.8,58.8,32.5
2022-05-16,10.7,-1,28,-4,45.3,58.3,35.1
2022-05-17,10.1,-0.6,26,-2,43.9,58.6,32.4
2022-05-18,9.3,-0.8,23,-3,43,55,32.7
2022-05-19,8.5,-0.8,21,-2,45,52.5,38.3
2022-05-20,7.7,-0.8,19,-2,22.3,41.4,13.6
2022-05-21,8.7,1,33,14,19.9,34.5,12
2022-05-22,9.2,0.5,32,-1,28,43.7,15.8
2022-05-23,9.4,0.2,26,-6,30,39.6,23.9
2022-05-24,9.3,-0.1,24,-2,27,36.5,21.7
2022-05-25,9.7,0.4,28,4,32.2,45.7,19.8
2022-05-26,9.5,-0.2,24,-4,42.8,58.3,32.5
2022-05-27,8.8,-0.7,20,-4,47.1,62.2,36.3
2022-05-28,8.1,-0.7,19,-1,44.2,57.7,36.7
2022-05-29,7.5,-0.6,17,-2,34.7,49.1,23.2
2022-05-30,7,-0.5,17,0,25.7,38.5,19.4
2022-05-31,7.3,0.3,16,-1,29.3,43.2,18
2022-06-01,7.8,0.5,19,3,36.5,51.6,26.4
2022-06-02,7.1,-0.7,15,-4,41.7,57.4,29.8
2022-06-03,5.4,-1.7,11,-4,43.7,57,31.8
2022-06-04,4.3,-1.1,8,-3,45.5,59,33.8
2022-06-05,3,-1.3,4,-4,45.3,56.1,38.3
2022-06-06,2.2,-0.8,2,-2,41.2,55.4,34.2
2022-06-07,1.7,-0.5,2,0,44.2,56.8,33.3
2022-06-08,1,-0.7,1,-1,45.9,61,32.9
2022-06-09,0.4,-0.6,1,0,49.1,61.9,40.6
2022-06-10,0.2,-0.2,0,-1,52.7,65.8,40.3
2022-06-11,0.1,-0.1,0,0,56.5,68.7,45.3
2022-06-12,0.1,0,0,0,55.6,68.2,42.8
2022-06-13,0.1,0,0,0,55.4,67.6,42.4
2022-06-14,0,-0.1,0,0,44.4,55.4,34.3
2022-06-15,0,0,0,0,44.8,60.4,28.2
2022-06-16,0,0,0,0,53.4,72.7,37.2
2022-06-17,0,0,0,0,53.6,67.6,41.9
2022-06-18,0,0,0,0,50.9,62.6,42.1
2022-06-19,0,0,0,0,46.4,55.8,38.8
2022-06-20,0,0,0,0,46,59,33.8
2022-06-21,0,0,0,0,46.6,63.1,32
2022-06-22,0,0,0,0,48,58.6,37.8
2022-06-23,0,0,0,0,45.3,57.7,38.5
2022-06-24,0,0,0,0,45.7,58.3,36.9
2022-06-25,0,0,0,0,46,59.9,35.2
2022-06-26,0,0,0,0,40.5,57.9,34.2
2022-06-27,0,0,0,0,46,63.5,35.1
2022-06-28,0,0,0,0,50.7,64.2,38.5
2022-06-29,0,0,0,0,52.7,67.6,41.4
2022-06-30,0,0,0,0,44.4,50.2,39
2022-07-01,0,0,0,0,47.8,62.1,35.2
2022-07-02,0,0,0,0,47.7,64.4,38.8
2022-07-03,0,0,0,0,49.1,65.1,41.7
2022-07-04,0,0,0,0,51.8,66.6,40.5
2022-07-05,0,0,0,0,47.8,59.7,40.1
2022-07-06,0,0,0,0,47.8,61.7,39.4
2022-07-07,0,0,0,0,50.4,65.5,40.3
2022-07-08,0,0,0,0,53.2,69.4,40.6
2022-07-09,0,0,0,0,58.3,71.6,44.1
2022-07-10,0,0,0,0,53.6,71.2,42.8
2022-07-11,0,0,0,0,54.3,68.7,44.2
2022-07-12,0,0,0,0,54.7,68.9,43.2
2022-07-13,0,0,0,0,54,69.1,45.7
2022-07-14,0,0,0,0,53.4,70.7,43.9
2022-07-15,0,0,0,0,53.2,68,44.2
2022-07-16,0,0,0,0,53.2,65.1,45.5
2022-07-17,0,0,0,0,57.2,73.8,43.7
2022-07-18,0,0,0,0,58.3,70.5,48
2022-07-19,0,0,0,0,55.2,67.6,44.1
2022-07-20,0,0,0,0,52.9,68,44.1
2022-07-21,0,0,0,0,55,70.3,44.2
2022-07-22,0,0,0,0,55.2,72.5,45
2022-07-23,0,0,0,0,54,72.3,43.5
2022-07-24,0,0,0,0,48.6,61.5,43
2022-07-25,0,0,0,0,50.7,65.1,41
2022-07-26,0,0,0,0,53.4,65.7,43.2
2022-07-27,0,0,0,0,55,70.5,43.9
2022-07-28,0,0,0,0,46.8,59.5,41
2022-07-29,0,0,0,0,47.5,61.3,39.6
2022-07-30,0,0,0,0,49.5,64.2,40.1
2022-07-31,0,0,0,0,51.4,60.1,45
2022-08-01,0,0,0,0,51.8,68,42.8
2022-08-02,0,0,0,0,52.9,66.2,42.8
2022-08-03,0,0,0,0,52.2,63.9,42.8
2022-08-04,0,0,0,0,55.9,69.8,42.8
2022-08-05,0,0,0,0,53.1,67.8,46.2
2022-08-06,0,0,0,0,55,70.2,44.4
2022-08-07,0,0,0,0,54.9,69.6,45.5
2022-08-08,0,0,0,0,53.1,68,42.6
2022-08-09,0,0,0,0,54.3,69.8,43.2
2022-08-10,0,0,0,0,54.9,71.8,43.5
2022-08-11,0,0,0,0,53.6,69.1,45
2022-08-12,0,0,0,0,53.1,70,41.7
2022-08-13,0,0,0,0,51.6,68.4,41.2
2022-08-14,0,0,0,0,50.9,66.2,42.3
2022-08-15,0,0,0,0,46.8,63.7,41.9
2022-08-16,0,0,0,0,42.4,47.7,35.8
2022-08-17,0,0,0,0,44.8,61,33.8
2022-08-18,0,0,0,0,48.9,64,38.3
2022-08-19,0,0,0,0,46.2,57.7,40.1
2022-08-20,0,0,0,0,45.3,55.6,38.7
2022-08-21,0,0,0,0,42.8,52,37.9
2022-08-22,0,0,0,0,44.2,57.2,38.5
2022-08-23,0,0,0,0,46.2,61.7,36.1
2022-08-24,0,0,0,0,48.6,64.4,39.4
2022-08-25,0,0,0,0,46,60.6,39.6
2022-08-26,0,0,0,0,43.7,52.5,36.3
2022-08-27,0,0,0,0,43.9,59.4,36.1
2022-08-28,0,0,0,0,45.9,59.5,38.5
2022-08-29,0,0,0,0,48.4,65.3,37
2022-08-30,0,0,0,0,52.7,66.2,40.1
2022-08-31,0,0,0,0,51.3,66.9,41.4
2022-09-01,0,0,0,0,51.8,66,41.4
2022-09-02,0,0,0,0,53.4,67.3,39
2022-09-03,0,0,0,0,49.8,64.4,39
2022-09-04,0,0,0,0,54.9,68.9,43.2
2022-09-05,0,0,0,0,56.8,71.1,46.8
2022-09-06,0,0,0,0,55.9,70.7,45.9
2022-09-07,0,0,0,0,56.7,70.9,46
2022-09-08,0,0,0,0,54.3,71.1,43.5
2022-09-09,0,0,0,0,48.2,65.1,36
2022-09-10,0,0,0,0,43,58.5,30.7
2022-09-11,0,0,0,0,46.8,64,34.5
2022-09-12,0,0,0,0,47.3,61.3,38.3
2022-09-13,0,0,0,0,48.4,61.9,37.9
2022-09-14,0,0,0,0,41.2,49.5,34.7
2022-09-15,0,0,0,0,38.1,47.5,34
2022-09-16,0,0,0,0,40.3,51.6,32.2
2022-09-17,0,0,0,0,43.9,57,34
2022-09-18,0,0,0,0,48,62.8,38.7
2022-09-19,0,0,0,0,47.8,59.9,39.6
2022-09-20,0,0,0,0,48.6,60.6,37
2022-09-21,0,0,0,0,43,49.6,40.6
2022-09-22,0,0,0,0,41,49.6,36.1
2022-09-23,0,0,0,0,41.2,53.1,32
2022-09-24,0,0,0,0,40.3,54.7,29.7
2022-09-25,0,0,0,0,42.3,57.4,30.4
2022-09-26,0,0,0,0,44.2,58.3,34
2022-09-27,0,0,0,0,41.7,55.9,34.3
2022-09-28,0,0,0,0,42.6,55,34.5
2022-09-29,0,0,0,0,43,55.4,35.1
2022-09-30,0,0,0,0,37.2,50.2,32
2022-10-01,0,0,0,0,32.7,43.2,27.3
2022-10-02,0,0,0,0,36.3,47.1,31.6
2022-10-03,0,0,0,0,35.2,46.2,29.1
2022-10-04,0,0,0,0,33.3,43.7,27.1
2022-10-05,0,0,0,0,34.5,49.5,26.8
2022-10-06,0,0,0,0,35.8,53.1,28.4
2022-10-07,0,0,0,0,36.1,47.7,29.1
2022-10-08,0,0,0,0,34.3,47.5,27.9
2022-10-09,0,0,0,0,34.7,48,27.3
2022-10-10,0,0,0,0,36,47.5,28.2
2022-10-11,0,0,0,0,36.9,46,31.3
2022-10-12,0,0,0,0,36.3,47.7,27.7
2022-10-13,0,0,0,0,33.8,45.7,27.1
2022-10-14,0,0,0,0,36.3,48.2,28.8
2022-10-15,0.3,0.3,1,1,35.2,47.8,26.2
2022-10-16,0.3,0,1,0,30,43.9,22.3
2022-10-17,0.4,0.1,2,1,33.3,46.2,26.4
2022-10-18,0.4,0,2,0,33.8,48.9,22.5
2022-10-19,0.6,0.2,2,0,36.3,48.6,27.9
2022-10-20,0.7,0.1,2,0,38.1,52.7,28.8
2022-10-21,0.7,0,1,-1,37,46.2,32.7
2022-10-22,0.8,0.1,2,1,37.2,48,29.7
2022-10-23,0.8,0,1,-1,23.7,36.3,10.8
2022-10-24,1,0.2,7,6,10.9,16.3,7.9
2022-10-25,1.1,0.1,7,0,21.4,28.8,12.4
2022-10-26,1.2,0.1,5,-2,23,28.4,19.6
2022-10-27,1.6,0.4,11,6,16.7,24.1,9.7
2022-10-28,1.8,0.2,11,0,23.4,40.1,11.3
2022-10-29,1.8,0,10,-1,25.3,40.3,17.1
2022-10-30,1.8,0,9,-1,22.5,32.7,16
2022-10-31,1.8,0,9,0,25.2,38.7,14.9
2022-11-01,1.8,0,9,0,32,45.3,23
2022-11-02,1.8,0,8,-1,32,43.5,26.8
2022-11-03,1.9,0.1,8,0,22.3,32,13.5
2022-11-04,2.4,0.5,15,7,11.7,16.5,8.4
2022-11-05,2.5,0.1,14,-1,21.4,24.1,16.5
2022-11-06,3.1,0.6,18,4,26.4,29.7,23
2022-11-07,3.3,0.2,18,0,34.2,42.3,25.5
2022-11-08,3.3,0,16,-2,34.5,43.2,27.5
2022-11-09,3.3,0,16,0,29.3,41,10
2022-11-10,3.3,0,18,2,9.1,17.4,1.9
2022-11-11,3.3,0,18,0,6.4,15.6,-2.9
2022-11-12,3.3,0,18,0,18.3,32.9,5.2
2022-11-13,3.4,0.1,17,-1,16.9,32,4.6
2022-11-14,3.5,0.1,18,1,7,13.6,1.6
2022-11-15,3.5,0,18,0,1.6,7,-5.4
2022-11-16,3.6,0.1,19,1,6.3,12.2,-3.6
2022-11-17,3.6,0,18,-1,10.4,14.7,7.7
2022-11-18,3.8,0.2,19,1,5.9,14.7,-1.7
2022-11-19,3.9,0.1,20,1,7.9,18,-2.2
2022-11-20,3.9,0,19,-1,15.3,26.2,7.5
2022-11-21,3.9,0,18,-1,21.6,35.1,11.7
2022-11-22,3.9,0,18,0,19.2,31.3,10.4
2022-11-23,3.9,0,18,0,14.7,20.8,7.5
2022-11-24,3.9,0,18,0,11.7,20.8,2.7
2022-11-25,4,0.1,18,0,24.4,37.2,16
2022-11-26,4,0,18,0,23,31.5,16.2
2022-11-27,4.2,0.2,20,2,15.1,19.2,10.4
2022-11-28,4.2,0,20,0,18.9,24.4,14
2022-11-29,4.3,0.1,21,1,1.9,14.2,-2.6
2022-11-30,4.7,0.4,25,4,16,24.6,1.8
2022-12-01,4.8,0.1,24,-1,25.9,32.9,20.8
2022-12-02,4.8,0,22,-2,14.7,24.1,6.6
2022-12-03,5,0.2,25,3,20.1,24.8,10.2
2022-12-04,5.2,0.2,26,1,25.9,32.5,18
2022-12-05,5.2,0,25,-1,22.3,25.2,18.3
2022-12-06,5.4,0.2,26,1,14.5,19.2,11.3
2022-12-07,5.7,0.3,31,5,17.4,26.4,9.1
2022-12-08,5.8,0.1,29,-2,10.4,17.2,4.6
2022-12-09,5.8,0,30,1,13.1,20.8,5.9
2022-12-10,5.8,0,29,-1,18,28.2,8.2
2022-12-11,5.8,0,27,-2,25.2,32.7,18
2022-12-12,5.8,0,27,0,18,25,6.1
2022-12-13,5.9,0.1,28,1,2.5,6.1,-2.2
2022-12-14,6.1,0.2,29,1,2.7,7.7,-1.1
2022-12-15,6.3,0.2,30,1,-1.8,6.4,-8.1
2022-12-16,6.3,0,30,0,-6.7,0,-10.1
2022-12-17,6.3,0,31,1,6.1,12.6,-2.7
2022-12-18,6.4,0.1,30,-1,11.7,21,5.4
2022-12-19,6.4,0,29,-1,8.4,15.6,4.1
2022-12-20,6.4,0,29,0,12.9,21.2,4.3
2022-12-21,6.5,0.1,30,1,11.3,14,5.9
2022-12-22,7,0.5,36,6,-2.6,5.9,-9.4
2022-12-23,7.1,0.1,35,-1,12.2,17.2,5.4
2022-12-24,7.2,0.1,34,-1,16.9,20.5,15.1
2022-12-25,7.3,0.1,35,1,20.3,25.9,15.1
2022-12-26,7.4,0.1,34,-1,21.9,27.1,18
2022-12-27,7.6,0.2,35,1,28.4,34,23.7
2022-12-28,7.6,0,34,-1,19.9,25.3,7.9
2022-12-29,7.8,0.2,37,3,4.6,9.3,-0.2
2022-12-30,7.8,0,36,-1,12.6,18.7,4.5
2022-12-31,8,0.2,37,1,22.3,24.4,16.5
2023-01-01,8.4,0.4,40,3,24.1,27.3,21.6
2023-01-02,8.4,0,39,-1,15.6,21.9,8.1
2023-01-03,8.4,0,39,0,9.5,15.1,5
2023-01-04,8.7,0.3,41,2,4.6,9.5,0.7
2023-01-05,8.7,0,40,-1,17.8,30,4.6
2023-01-06,8.8,0.1,39,-1,17.1,23,13.8
2023-01-07,8.8,0,40,1,13.5,20.1,8.8
2023-01-08,8.9,0.1,40,0,19.9,27.3,11.1
2023-01-09,8.9,0,39,-1,20.5,25.2,14.5
2023-01-10,8.9,0,39,0,23,25.9,18.7
2023-01-11,9.1,0.2,40,1,13.8,21.2,8.2
2023-01-12,9.5,0.4,47,7,12.2,19.2,5
2023-01-13,9.5,0,44,-3,24.1,32.7,18.7
2023-01-14,9.6,0.1,42,-2,26.2,32.5,20.7
2023-01-15,9.6,0,41,-1,17.8,25.5,12.4
2023-01-16,9.8,0.2,45,4,13.6,20.5,7.5
2023-01-17,9.9,0.1,46,1,14.2,22.6,7.5
2023-01-18,10.1,0.2,48,2,6.8,9.5,1
2023-01-19,10.4,0.3,48,0,6.6,17.6,-0.2
2023-01-20,10.4,0,46,-2,6.6,14.2,0.3
2023-01-21,10.4,0,45,-1,3.6,8.2,0.3
2023-01-22,10.4,0,45,0,10.4,22.1,3.7
2023-01-23,10.5,0.1,44,-1,9,19.9,4.3
2023-01-24,10.5,0,45,1,5,11.3,-1.3
2023-01-25,10.5,0,45,0,-0.9,6.1,-4.5
2023-01-26,10.6,0.1,46,1,2.1,7.7,-3.3
2023-01-27,10.8,0.2,46,0,12.2,20.3,7.3
2023-01-28,11,0.2,48,2,10,17.4,4.3
2023-01-29,11.1,0.1,48,0,11.3,16.9,6.1
2023-01-30,11.2,0.1,48,0,9.5,15.8,-0.9
2023-01-31,11.5,0.3,50,2,1,11.3,-7.2
2023-02-01,11.5,0,49,-1,8.8,18.7,0.7
2023-02-02,11.5,0,48,-1,12.4,23,6.1
2023-02-03,11.5,0,47,-1,18.9,31.3,10
2023-02-04,11.5,0,47,0,18.3,25.7,11.3
2023-02-05,11.5,0,47,0,23.4,34.2,14.4
2023-02-06,11.6,0.1,46,-1,7.9,16.5,-1.1
2023-02-07,11.7,0.1,49,3,8.4,23.7,-3.5
2023-02-08,11.7,0,49,0,10.2,18.3,-2
2023-02-09,12,0.3,50,1,0.1,5.4,-3.8
2023-02-10,12,0,50,0,14.7,30,-3.1
2023-02-11,12.1,0.1,49,-1,23.7,39.4,14.5
2023-02-12,12.1,0,49,0,18,30,10.4
2023-02-13,12.1,0,48,-1,19.9,35.2,11.1
2023-02-14,12.2,0.1,48,0,11.3,20.5,-0.2
2023-02-15,12.2,0,50,2,-2.6,3.2,-10.1
2023-02-16,12.2,0,50,0,-0.6,5.5,-7.8
2023-02-17,12.2,0,50,0,15.8,30.6,3.4
2023-02-18,12.3,0.1,49,-1,16.3,27.7,6.6
2023-02-19,12.3,0,49,0,13.1,18.9,10.6
2023-02-20,12.3,0,49,0,19.4,24.1,15.6
2023-02-21,12.4,0.1,49,0,23.5,33.4,16.5
2023-02-22,12.4,0,49,0,12.2,21.4,-2.6
2023-02-23,12.6,0.2,53,4,2.8,10.8,-3.1
2023-02-24,12.6,0,52,-1,10.2,15.3,4.1
2023-02-25,12.7,0.1,52,0,22.6,32.5,13.3
2023-02-26,12.8,0.1,51,-1,20.5,30,10.4
2023-02-27,12.9,0.1,52,1,12.4,20.1,7.9
2023-02-28,13,0.1,52,0,7.9,15.4,-2.2
2023-03-01,13.2,0.2,55,3,9.5,19,-2.2
2023-03-02,13.3,0.1,55,0,10.4,21.7,2.3
2023-03-03,13.3,0,54,-1,12.9,27.7,3.9
2023-03-04,13.4,0.1,55,1,14.4,26.4,0.3
2023-03-05,13.5,0.1,54,-1,17.1,23.5,11.3
